Cluster,Progress,Score,Phase,Engagement,Action_ID,Action_Name,Q_Value
0,0.25,0.75,0,2,4,post_forum (past),104.10251007586172
0,0.25,0.75,0,2,12,view_content (future),105.29079129637938
0,0.25,0.75,0,2,8,attempt_quiz (current),108.21617884386758
0,0.25,0.75,0,2,2,attempt_quiz (past),107.34043708890465
0,0.25,0.75,0,2,5,view_assignment (current),103.74604402046535
0,0.25,0.75,0,2,9,submit_quiz (current),109.11895496510941
0,0.25,0.75,0,2,14,post_forum (future),106.2620224651441
0,0.25,0.75,0,2,1,view_content (past),104.08393635875406
0,0.25,0.75,0,2,6,view_content (current),104.49132766262598
0,0.25,0.75,0,2,0,view_assignment (past),104.58127927788458
0,0.25,0.75,0,2,3,review_quiz (past),105.43993959038457
0,0.25,0.75,0,2,10,review_quiz (current),106.12967434601852
0,0.25,0.75,0,2,11,post_forum (current),105.48693881787312
0,0.25,0.75,0,2,13,attempt_quiz (future),107.02537672992582
0,0.25,0.75,0,2,7,submit_assignment (current),116.91842945156948
0,0.5,0.75,1,2,5,view_assignment (current),98.81407900288073
0,0.5,0.75,1,2,11,post_forum (current),100.8210263797567
0,0.5,0.75,1,2,4,post_forum (past),101.32615402444567
0,0.5,0.75,1,2,1,view_content (past),98.70986815551848
0,0.5,0.75,1,2,10,review_quiz (current),100.01462541292824
0,0.5,0.75,1,2,0,view_assignment (past),99.15554906176304
0,0.5,0.75,1,2,2,attempt_quiz (past),100.79232964995508
0,0.5,0.75,1,2,8,attempt_quiz (current),97.57255776212287
0,0.5,0.75,1,2,12,view_content (future),100.11812148903485
0,0.5,0.75,1,2,7,submit_assignment (current),103.15511985727537
0,0.5,0.75,1,2,3,review_quiz (past),102.0263143203328
0,0.5,0.75,1,2,14,post_forum (future),101.04366441407545
0,0.5,0.75,1,2,6,view_content (current),99.12288334631089
0,0.5,0.75,1,2,9,submit_quiz (current),110.65502438747727
0,0.5,0.75,1,2,13,attempt_quiz (future),98.71206669244795
0,0.5,0.75,0,2,10,review_quiz (current),97.97651851021313
0,0.5,0.75,0,2,7,submit_assignment (current),109.07612701559964
0,0.5,0.75,0,2,1,view_content (past),94.44707752053432
0,0.5,0.75,0,2,3,review_quiz (past),98.21989528970306
0,0.5,0.75,0,2,8,attempt_quiz (current),92.05043718785987
0,0.5,0.75,0,2,11,post_forum (current),98.65671388744393
0,0.5,0.75,0,2,5,view_assignment (current),97.2639359101654
0,0.5,0.75,0,2,9,submit_quiz (current),101.05745788265837
0,0.5,0.75,0,2,2,attempt_quiz (past),95.37158142531514
0,0.5,0.75,0,2,13,attempt_quiz (future),97.76177272778033
0,0.5,0.75,0,2,0,view_assignment (past),96.1662036975209
0,0.5,0.75,0,2,14,post_forum (future),96.80553927670763
0,0.5,0.75,0,2,12,view_content (future),93.10617164939875
0,0.5,0.75,0,2,4,post_forum (past),97.45688948437056
0,0.5,0.75,0,2,6,view_content (current),96.24337574897815
0,0.75,0.75,0,2,8,attempt_quiz (current),90.64537460120752
0,0.75,0.75,0,2,11,post_forum (current),84.8912448148681
0,0.75,0.75,0,2,2,attempt_quiz (past),87.40868282599504
0,0.75,0.75,0,2,13,attempt_quiz (future),86.12242407494992
0,0.75,0.75,0,2,10,review_quiz (current),88.04469174255681
0,0.75,0.75,0,2,14,post_forum (future),84.82392299728446
0,0.75,0.75,0,2,5,view_assignment (current),88.98561471095917
0,0.75,0.75,0,2,0,view_assignment (past),85.92639540433552
0,0.75,0.75,0,2,3,review_quiz (past),90.75936968728628
0,0.75,0.75,0,2,12,view_content (future),89.05646621846478
0,0.75,0.75,0,2,9,submit_quiz (current),97.2589598803232
0,0.75,0.75,0,2,7,submit_assignment (current),99.71328596013169
0,0.75,0.75,0,2,4,post_forum (past),86.82462367471615
0,0.75,0.75,0,2,1,view_content (past),86.46866846561142
0,0.75,0.75,0,2,6,view_content (current),90.69174896493584
0,0.75,0.75,1,2,11,post_forum (current),89.10201328292668
0,0.75,0.75,1,2,13,attempt_quiz (future),93.6136427179791
0,0.75,0.75,1,2,8,attempt_quiz (current),90.0963107426551
0,0.75,0.75,1,2,9,submit_quiz (current),96.818046791881
0,0.75,0.75,1,2,4,post_forum (past),90.83980823450302
0,0.75,0.75,1,2,3,review_quiz (past),91.54583238370869
0,0.75,0.75,1,2,10,review_quiz (current),91.34968019025654
0,0.75,0.75,1,2,6,view_content (current),89.67982242435012
0,0.75,0.75,1,2,5,view_assignment (current),87.78435520511165
0,0.75,0.75,1,2,2,attempt_quiz (past),91.40046128877002
0,0.75,0.75,1,2,1,view_content (past),88.54666561177343
0,0.75,0.75,1,2,7,submit_assignment (current),99.35284446739642
0,0.75,0.75,1,2,14,post_forum (future),90.63293515797332
0,0.75,0.75,1,2,0,view_assignment (past),88.69616342637991
0,0.75,0.75,1,2,12,view_content (future),91.33401485598503
0,0.75,0.75,2,2,10,review_quiz (current),74.91130361508903
0,0.75,0.75,2,2,7,submit_assignment (current),95.49291076945065
0,0.75,0.75,2,2,8,attempt_quiz (current),77.88841462108664
0,0.75,0.75,2,2,12,view_content (future),68.98934964002383
0,0.75,0.75,2,2,2,attempt_quiz (past),77.06684430520879
0,0.75,0.75,2,2,1,view_content (past),63.45401288074848
0,0.75,0.75,2,2,5,view_assignment (current),70.86058959428983
0,0.75,0.75,2,2,3,review_quiz (past),65.79563247862042
0,0.75,0.75,2,2,0,view_assignment (past),69.26019137184328
0,0.75,0.75,2,2,9,submit_quiz (current),73.97553010279185
0,0.75,0.75,2,2,13,attempt_quiz (future),79.20734795555754
0,0.75,0.75,2,2,11,post_forum (current),51.3133251648273
0,0.75,0.75,2,2,14,post_forum (future),60.08589248284363
0,0.75,0.75,2,2,6,view_content (current),74.92115194447949
0,0.75,0.75,2,2,4,post_forum (past),72.7722977992148
0,1.0,0.75,2,2,3,review_quiz (past),71.74142566865227
0,1.0,0.75,2,2,13,attempt_quiz (future),74.11437999881461
0,1.0,0.75,2,2,12,view_content (future),69.88881980102478
0,1.0,0.75,2,2,9,submit_quiz (current),80.04927049468527
0,1.0,0.75,2,2,2,attempt_quiz (past),70.90745408612635
0,1.0,0.75,2,2,10,review_quiz (current),71.4689328699881
0,1.0,0.75,2,2,8,attempt_quiz (current),70.72736306158087
0,1.0,0.75,2,2,6,view_content (current),71.73432071838883
0,1.0,0.75,2,2,7,submit_assignment (current),87.14446698512762
0,1.0,0.75,2,2,14,post_forum (future),74.85157403451598
0,1.0,0.75,2,2,4,post_forum (past),77.96631287906958
0,1.0,0.75,2,2,0,view_assignment (past),73.1167419865471
0,1.0,0.75,2,2,5,view_assignment (current),70.99183216415126
0,1.0,0.75,2,2,1,view_content (past),68.76971022102728
0,1.0,0.75,2,2,11,post_forum (current),75.14259159640916
0,1.0,0.5,1,2,6,view_content (current),81.85966845795524
0,1.0,0.5,1,2,10,review_quiz (current),84.11816387030483
0,1.0,0.5,1,2,0,view_assignment (past),82.9632830299573
0,1.0,0.5,1,2,2,attempt_quiz (past),87.9517480574616
0,1.0,0.5,1,2,3,review_quiz (past),85.52190328227995
0,1.0,0.5,1,2,9,submit_quiz (current),97.81035083418031
0,1.0,0.5,1,2,7,submit_assignment (current),86.55803203597456
0,1.0,0.5,1,2,5,view_assignment (current),83.87294588040211
0,1.0,0.5,1,2,1,view_content (past),80.17180745320955
0,1.0,0.5,1,2,12,view_content (future),81.51611399194071
0,1.0,0.5,1,2,13,attempt_quiz (future),86.9575204814977
0,1.0,0.5,1,2,11,post_forum (current),87.66061100052602
