id,timemodified,userid,courseid,finalgrade,itemtype
307508,2023-01-22,10000,670,7.722669102919005,course
388137,2023-01-15,10001,670,7.48598105145816,course
319780,2023-01-15,10002,670,8.843866278649497,course
340762,2023-01-15,10003,670,6.937638758693666,course
316708,2023-01-15,10004,670,6.755217764313009,course
366227,2023-01-13,10005,670,9.15079461423014,course
385934,2023-01-19,10006,670,6.030725371833273,course
382806,2023-01-27,10007,670,7.626960944477811,course
310873,2023-01-06,10008,670,9.150368530453255,course
392498,2023-01-06,10009,670,8.58511326500932,course
346541,2023-01-13,10010,670,8.308271659546909,course
361190,2023-01-12,10011,670,8.598063154411603,course
391681,2023-01-04,10012,670,8.095576945742732,course
333178,2023-01-22,10013,670,7.381241207103666,course
334427,2023-01-22,10014,670,6.135414165364153,course
392190,2023-01-21,10015,670,8.238069245040707,course
341170,2023-01-21,10016,670,6.429977741245927,course
313901,2023-01-28,10017,670,8.886086909495598,course
332601,2023-01-11,10018,670,8.274928469021152,course
308997,2023-01-27,10019,670,8.562009286968893,course
396306,2023-01-29,10020,670,6.524529927991717,course
357427,2023-01-25,10021,670,7.698603986987909,course
388382,2023-01-25,10022,670,6.23989522961908,course
317600,2023-01-23,10023,670,8.206573204332502,course
396541,2023-01-02,10024,670,8.5338791012961,course
393940,2023-01-10,10025,670,7.732556238532294,course
309593,2023-01-03,10026,670,7.154390653680194,course
351510,2023-01-04,10027,670,7.979704068234676,course
389676,2023-01-20,10028,670,7.091557514594468,course
351280,2023-01-14,10029,670,5.586257006244621,course
372515,2023-01-28,10030,670,8.761915004295268,course
349018,2023-01-14,10031,670,7.087913990516091,course
396496,2023-01-25,10032,670,7.161193833248081,course
335535,2023-01-05,10033,670,7.83490573133816,course
348484,2023-01-20,10034,670,8.308738724621925,course
398034,2023-01-20,10035,670,7.996816684495648,course
363453,2023-01-04,10036,670,7.290913277659794,course
327793,2023-01-02,10037,670,8.223200376696798,course
375487,2023-01-18,10038,670,8.520599639475288,course
309476,2023-01-13,10039,670,8.021405030744557,course
395168,2023-01-06,10040,670,8.859024166391382,course
378126,2023-01-02,10041,670,7.723504047792095,course
357590,2023-01-12,10042,670,7.544210608190777,course
393268,2023-01-26,10043,670,8.428199454230882,course
372568,2023-01-04,10044,670,4.937339860182024,course
345610,2023-01-18,10045,670,8.522217279935177,course
313586,2023-01-09,10046,670,7.603512154855632,course
323082,2023-01-03,10047,670,7.1864724932413635,course
314029,2023-01-19,10048,670,7.5069658067836995,course
395972,2023-01-08,10049,670,8.196309202068596,course
306813,2023-01-18,10050,670,8.915213299938765,course
307815,2023-01-21,10051,670,7.514248662584015,course
311816,2023-01-28,10052,670,5.651882268041843,course
366886,2023-01-30,10053,670,9.218150828434407,course
386171,2023-01-28,10054,670,9.121441948280703,course
387072,2023-01-08,10055,670,8.059382339876173,course
308052,2023-01-12,10056,670,6.9873563937473895,course
324313,2023-01-06,10057,670,7.505903242274647,course
311736,2023-01-29,10058,670,8.409524268478998,course
350336,2023-01-25,10059,670,7.925582405161498,course
398511,2023-01-28,10060,670,9.454903266564042,course
344884,2023-01-23,10061,670,8.16341655309041,course
372945,2023-01-29,10062,670,7.542729743966613,course
370119,2023-01-09,10063,670,7.379413513292299,course
320386,2023-01-04,10064,670,6.045165686891915,course
366752,2023-01-09,10065,670,6.068319649706248,course
383236,2023-01-07,10066,670,6.548590221936868,course
323240,2023-01-29,10067,670,6.5850134423634055,course
387119,2023-01-24,10068,670,7.283153186372918,course
378020,2023-01-28,10069,670,8.35419171221194,course
332762,2023-01-25,10070,670,7.6871233112361805,course
319505,2023-01-30,10071,670,8.51630882321443,course
394818,2023-01-29,10072,670,8.456720724456385,course
387817,2023-01-07,10073,670,7.725082756958556,course
379794,2023-01-10,10074,670,9.426603161095663,course
374973,2023-01-10,10075,670,7.334505708348066,course
361643,2023-01-03,10076,670,7.630539938028788,course
392437,2023-01-28,10077,670,8.285922476706476,course
374054,2023-01-07,10078,670,6.7690460433029305,course
345731,2023-01-14,10079,670,6.148411858997994,course
320760,2023-01-26,10080,670,7.500104920116187,course
310840,2023-01-30,10081,670,6.3784083220642245,course
397224,2023-01-23,10082,670,7.734545368566982,course
313411,2023-01-21,10083,670,7.994924716165647,course
306556,2023-01-12,10084,670,6.834093409176471,course
387415,2023-01-03,10085,670,7.417622562564825,course
388154,2023-01-22,10086,670,8.492017951880456,course
374226,2023-01-23,10087,670,7.720221796291934,course
313034,2023-01-06,10088,670,7.6367203795922975,course
326761,2023-01-10,10089,670,8.457872399155953,course
384334,2023-01-02,10090,670,8.941906469356661,course
356039,2023-01-17,10091,670,8.233822428787613,course
319597,2023-01-07,10092,670,7.693476049792489,course
374915,2023-01-21,10093,670,7.122798599939242,course
357931,2023-01-12,10094,670,8.328480068689284,course
391679,2023-01-14,10095,670,6.740306362400745,course
386232,2023-01-07,10096,670,7.0817165226994465,course
372943,2023-01-10,10097,670,6.18057323962732,course
334048,2023-01-28,10098,670,8.560893696827009,course
314573,2023-01-07,10099,670,9.030103923358293,course
399921,2023-01-11,10100,670,8.88870231798477,course
382080,2023-01-20,10101,670,6.6786526681462455,course
342473,2023-01-22,10102,670,5.73015545816005,course
323399,2023-01-07,10103,670,8.084843068717083,course
357680,2023-01-29,10104,670,7.7602082003101795,course
304829,2023-01-02,10105,670,8.39626826089381,course
399251,2023-01-26,10106,670,8.553082451523714,course
333548,2023-01-18,10107,670,5.665087727329858,course
335060,2023-01-30,10108,670,8.287749097218732,course
389818,2023-01-28,10109,670,7.274906740626693,course
341492,2023-01-29,10110,670,7.800109955713937,course
354911,2023-01-08,10111,670,7.409084141074658,course
315848,2023-01-13,10112,670,6.910659507114798,course
341361,2023-01-22,10113,670,7.664631101827858,course
346116,2023-01-27,10114,670,6.622331787087163,course
355243,2023-01-21,10115,670,8.515552980704243,course
391656,2023-01-26,10116,670,7.596898001999169,course
350998,2023-01-10,10117,670,7.481435155702158,course
318742,2023-01-02,10118,670,7.465766708501041,course
317823,2023-01-29,10119,670,8.684532102011374,course
303677,2023-01-03,10120,670,7.409680718006274,course
391321,2023-01-18,10121,670,7.539039469559697,course
380219,2023-01-26,10122,670,7.951629073355852,course
392515,2023-01-30,10123,670,8.734361135627584,course
315897,2023-01-03,10124,670,7.669965808387344,course
332700,2023-01-13,10125,670,7.566492417403348,course
373242,2023-01-28,10126,670,7.528208686128073,course
329518,2023-01-12,10127,670,6.931227886888074,course
310784,2023-01-25,10128,670,6.404396568428542,course
350515,2023-01-11,10129,670,6.458186456156364,course
310402,2023-01-10,10130,670,8.47808180171478,course
378428,2023-01-09,10131,670,5.250907578819712,course
392286,2023-01-22,10132,670,6.433363098604305,course
357954,2023-01-18,10133,670,7.130545457817085,course
308888,2023-01-28,10134,670,7.518036259536012,course
351607,2023-01-29,10135,670,8.295315707032259,course
351880,2023-01-14,10136,670,6.838275360808167,course
327681,2023-01-08,10137,670,7.102889701230791,course
380756,2023-01-08,10138,670,6.795360345042508,course
322513,2023-01-28,10139,670,7.190862856140605,course
337392,2023-01-27,10140,670,8.148648206186241,course
387661,2023-01-08,10141,670,6.896770538802092,course
361445,2023-01-10,10142,670,7.8968186631169335,course
309778,2023-01-12,10143,670,7.749018631999803,course
310449,2023-01-12,10144,670,8.370156219935781,course
355757,2023-01-16,10145,670,5.527086738142366,course
310667,2023-01-30,10146,670,7.35183737703522,course
358042,2023-01-17,10147,670,6.754486236138286,course
372941,2023-01-11,10148,670,6.661859321885617,course
325630,2023-01-17,10149,670,8.736426415175687,course
321106,2023-01-02,10150,670,7.146604370348054,course
342613,2023-01-19,10151,670,7.567535966369158,course
384211,2023-01-17,10152,670,8.994919314816725,course
365694,2023-01-16,10153,670,8.73962264094699,course
397517,2023-01-24,10154,670,7.57558124520035,course
334808,2023-01-04,10155,670,6.861521087896008,course
387408,2023-01-19,10156,670,8.22651792222548,course
374554,2023-01-23,10157,670,9.063671968166881,course
363009,2023-01-23,10158,670,8.89473603770708,course
378404,2023-01-07,10159,670,7.604930083055094,course
300533,2023-01-02,10160,670,7.207572578499839,course
319399,2023-01-20,10161,670,9.04610826422266,course
342911,2023-01-02,10162,670,8.51797683610009,course
320666,2023-01-09,10163,670,8.472509710537944,course
397775,2023-01-12,10164,670,8.015801073394153,course
